epoch_10,epoch_20,epoch_30,epoch_40,epoch_50,epoch_60,epoch_70,epoch_80,epoch_90,epoch_100
HLA-DRB5_y,TFF1_x,PCSK1_x,PCSK1_x,S100P_y,CLIC6_y,S100P_y,CLEC3A_x,S100P_y,CLEC3A_x
TFF1_x,S100P_y,TFF1_x,TFF1_x,PCSK1_x,S100P_y,CLEC3A_x,S100P_y,CLEC3A_x,S100P_y
CLEC3A_x,OMD_y,HLA-DRB5_y,CLIC6_y,CLIC6_y,PCSK1_x,PCSK1_x,PCSK1_x,PCSK1_x,PCSK1_x
S100P_y,CYP2A6_x,CLIC6_y,CLEC3A_x,TFF1_x,TFF1_x,CXCL14_x,CXCL14_x,CXCL14_x,CXCL14_x
CST5_x,CST5_x,CST5_x,HLA-DRB5_y,CST5_x,CST5_x,CST5_x,CST5_x,CST5_x,CST5_x
OMD_y,GP2_x,CLEC3A_x,CST5_x,HLA-DRB5_y,CXCL14_x,TFF1_x,TFF1_x,HLA-DRB5_y,TFF1_x
GP2_x,CLIC6_y,CYP2A6_x,CYP2A6_x,CXCL14_x,HLA-DRB5_y,HLA-DRB5_y,HLA-DRB5_y,TFF1_x,HLA-DRB5_y
CASP14_x,CLEC3A_x,CAMP_x,CAMP_x,CYP2A6_x,CYP2A6_x,CYP2A6_x,CYP2A6_x,CYP2A6_x,APOD_y
HBG2_x,CAMP_x,GP2_x,CXCL14_x,CAMP_x,CAMP_x,CAMP_x,CAMP_x,CAMP_x,CYP2A6_x
CAMP_x,CASP14_x,CASP14_x,HBG2_x,HBG2_x,HBG2_x,GLYATL2_x,GLYATL2_x,APOD_y,CAMP_x
CLIC6_y,APOD_y,APOD_y,APOD_y,APOD_y,APOD_y,APOD_y,APOD_y,GLYATL2_x,GLYATL2_x
APOD_y,S100A9_y,HBG2_x,GP2_x,CASP14_x,GLYATL2_x,HBG2_x,CASP14_x,CASP14_x,CASP14_x
CXCL14_x,HBG2_x,S100A9_y,CASP14_x,CLC_x,CASP14_x,CASP14_x,HBG2_x,HBG2_x,HBG2_x
PIP_x,CLC_x,CXCL14_x,CLC_x,GP2_x,CLC_x,CLC_x,KRT6B_x,GP2_x,GP2_x
CLC_x,CXCL14_x,CLC_x,S100A9_y,KRT6B_x,KRT6B_x,KRT6B_x,CALML5_x,KRT6B_x,KRT6B_x
KRT6B_x,PIP_x,BCAS1_x,CALML5_x,CALML5_x,GP2_x,GP2_x,CLC_x,CALML5_x,CALML5_x
PDZK1_x,KRT6B_x,KRT6B_x,KRT6B_x,S100A9_y,CALML5_x,CALML5_x,GP2_x,CLC_x,S100A9_y
S100A9_y,BCAS1_x,KRT16_x,KRT16_x,GLYATL2_x,S100A9_y,S100A9_y,S100A9_y,S100A9_y,CLC_x
A2ML1_x,PDZK1_x,PIP_x,GLYATL2_x,KRT16_x,KRT16_x,GSTA1_x,KRT16_x,KRT16_x,HBG1_x
HLA-DRB3,FGFR2_y,CALML5_x,BCAS1_x,GSTA1_x,GSTA1_x,KRT16_x,HBG1_x,HBG1_x,RBP5_x
FGFR2_y,KRT16_x,PDZK1_x,GSTA1_x,BCAS1_x,BCAS1_x,BCAS1_x,GSTA1_x,GSTA1_x,GSTA1_x
CALML5_x,A2ML1_x,GLYATL2_x,PIP_x,PIP_x,PIP_x,PDZK1_x,PDZK1_x,TFF3_x,KRT16_x
KRT16_x,HLA-DRB3,CYP4X1_y,DNAJC12_y,DNAJC12_y,DNAJC12_y,PIP_x,TFF3_x,RBP5_x,TFF3_x
CYP4X1_y,CYP4X1_y,DNAJC12_y,PDZK1_x,PDZK1_x,PDZK1_x,HBG1_x,BCAS1_x,PDZK1_x,PDZK1_x
BCAS1_x,CALML5_x,NCCRP1_x,NCCRP1_x,NCCRP1_x,HBG1_x,DNAJC12_y,RBP5_x,PIP_x,PIP_x
SCGN_x,GLYATL2_x,FGFR2_y,CYP4X1_y,HBG1_x,TFF3_x,TFF3_x,DNAJC12_y,BCAS1_x,BCAS1_x
HMGCS2_x,HMGCS2_x,A2ML1_x,FGFR2_y,FGFR2_y,FGFR2_y,PGK2_x,PIP_x,DNAJC12_y,CYP4X1_y
GLYATL2_x,NCCRP1_x,GSTA1_x,PGK2_x,PGK2_x,PGK2_x,FGFR2_y,PGK2_x,FGFR2_y,DNAJC12_y
NCCRP1_x,DNAJC12_y,HMGCS2_x,HMGCS2_x,TFF3_x,NCCRP1_x,RBP5_x,GFRA1_y,PGK2_x,PGK2_x
PGK2_x,SCGN_x,PGK2_x,HBG1_x,CYP4X1_y,CYP4X1_y,CYP4X1_y,FGFR2_y,CYP4X1_y,FGFR2_y
HBG1_x,PGK2_x,CSTA_y,CSTA_y,HMGCS2_x,GFRA1_y,GFRA1_y,CYP4X1_y,NCCRP1_x,NCCRP1_x
DNAJC12_y,HBG1_x,HBG1_x,A2ML1_x,GFRA1_y,CSTA_y,NCCRP1_x,NCCRP1_x,GFRA1_y,VTCN1_x
GPD1_x,VTCN1_x,GFRA1_y,GFRA1_y,CSTA_y,HMGCS2_x,HMGCS2_x,HMGCS2_x,CSTA_y,GFRA1_y
GSTA1_x,CSTA_y,HLA-DRB3,TFF3_x,A2ML1_x,RBP5_x,CSTA_y,CSTA_y,HMGCS2_x,SCGN_x
MAPK8IP1_y,GSTA1_x,SCGN_x,TMSB15A_y,TMSB15A_y,A2ML1_x,A2ML1_x,SCGN_x,SCGN_x,HMGCS2_x
GFRA1_y,GFRA1_y,VTCN1_x,SCGN_x,SCGN_x,SCGN_x,SCGN_x,A2ML1_x,VTCN1_x,PNMT_x
HBD_x,TMSB15A_y,TFF3_x,GPD1_x,WFDC2_x,WFDC2_x,WFDC2_x,WFDC2_x,A2ML1_x,CSTA_y
S100A8_y,CEACAM5_x,TMSB15A_y,S100A12_x,RBP5_x,TMSB15A_y,S100A8_y,S100A8_y,PNMT_x,A2ML1_x
GRB7_x,HBD_x,HBD_x,HBD_x,GPD1_x,GPD1_x,HBD_x,HBD_x,WFDC2_x,WFDC2_x
CEACAM5_x,MAPK8IP1_y,GRB7_x,WFDC2_x,HBD_x,S100A8_y,GPD1_x,VTCN1_x,S100A8_y,S100A8_y
CSTA_y,TFF3_x,S100A12_x,GRB7_x,S100A12_x,HBD_x,TMSB15A_y,GRB7_x,HBD_x,HBD_x
TMSB15A_y,GRB7_x,GPD1_x,HLA-DRB3,GRB7_x,GRB7_x,GRB7_x,TMSB15A_y,TMSB15A_y,GRB7_x
VTCN1_x,GPD1_x,CEACAM5_x,VTCN1_x,S100A8_y,S100A12_x,S100A12_x,PNMT_x,GRB7_x,TMSB15A_y
WFDC2_x,S100A8_y,S100A8_y,S100A8_y,HLA-DRB3,HLA-DRB3,VTCN1_x,GPD1_x,GPD1_x,HLA-DRB3
AHSP_x,WFDC2_x,MAPK8IP1_y,RBP5_x,VTCN1_x,REEP6_y,PNMT_x,S100A12_x,S100A12_x,SERPINB5_x
PSAT1_y,S100A12_x,WFDC2_x,MAPK8IP1_y,PRTN3_x,VTCN1_x,REEP6_y,HLA-DRB3,SERPINB5_x,CEACAM5_x
REEP6_y,SERPINB5_x,RBP5_x,PRTN3_x,REEP6_y,MAPK8IP1_y,HLA-DRB3,SERPINB5_x,HLA-DRB3,GPD1_x
APCS_x,PRTN3_x,SERPINB5_x,APCS_x,MAPK8IP1_y,APCS_x,SERPINB5_x,REEP6_y,CEACAM5_x,HPGD_y
PLIN4_x,RBP5_x,PRTN3_x,CEACAM5_x,APCS_x,PRTN3_x,MAPK8IP1_y,MAPK8IP1_y,REEP6_y,S100A12_x
S100A12_x,PSAT1_y,APCS_x,PSAT1_y,PSAT1_y,PNMT_x,APCS_x,APCS_x,HPGD_y,REEP6_y
TFF3_x,APCS_x,PSAT1_y,SERPINB5_x,SERPINB5_x,PSAT1_y,PRTN3_x,CEACAM5_x,APCS_x,GSTT2B_y
AKR1B10_x,AKR1B10_x,AKR1B10_x,REEP6_y,PNMT_x,SERPINB5_x,PSAT1_y,PRTN3_x,AKR1C2_x,AKR1C2_x
DES_x,PNMT_x,DES_x,AKR1B10_x,CEACAM5_x,CEACAM5_x,CEACAM5_x,PSAT1_y,MAPK8IP1_y,AKR1B10_x
RBP5_x,REEP6_y,GSTT2B_y,PNMT_x,AKR1B10_x,AKR1B10_x,AKR1C2_x,AKR1C2_x,AKR1B10_x,LTF_y
PNMT_x,GSTT2B_y,REEP6_y,LTF_y,LTF_y,AKR1C2_x,LTF_y,LTF_y,LTF_y,PRTN3_x
PRTN3_x,DES_x,PNMT_x,DES_x,PLIN4_x,LTF_y,COMP_y,AKR1B10_x,GSTT2B_y,MAPK8IP1_y
GSTT2B_y,PLIN4_x,LTF_y,FST_y,FST_y,FST_y,AKR1B10_x,HPGD_y,PRTN3_x,APCS_x
AKR1C2_x,AKR1C2_x,AKR1C2_x,PLIN4_x,AKR1C2_x,COMP_y,HPGD_y,GSTT2B_y,PSAT1_y,SCUBE2_y
OLFM4_x,AHSP_x,FST_y,GSTT2B_y,COMP_y,HPGD_y,FST_y,COMP_y,COMP_y,PSAT1_y
HPGD_y,FST_y,PLIN4_x,COMP_y,GSTM3_x,PLIN4_x,GSTT2B_y,FST_y,SCUBE2_y,MUC6_x
SERPINB5_x,OLFM4_x,COMP_y,GSTM3_x,DES_x,DES_x,DES_x,MUC6_x,MUC6_x,COMP_y
FST_y,LTF_y,CRISP3_x,AKR1C2_x,HPGD_y,GSTM3_x,SCUBE2_y,SCUBE2_y,FST_y,FST_y
ITGAE_y,COMP_y,SCUBE2_y,ITGAE_y,GSTT2B_y,GSTT2B_y,PLIN4_x,DES_x,DES_x,DES_x
SCGB2A2_x,HPGD_y,AHSP_x,HPGD_y,ITGAE_y,SCUBE2_y,MUC6_x,NQO1_y,NQO1_y,NQO1_y
COMP_y,SCUBE2_y,GSTM3_x,CRISP3_x,SCUBE2_y,ITGAE_y,GSTM3_x,ITGAE_y,CRISP3_x,PLIN4_x
LTF_y,ITGAE_y,ITGAE_y,SCUBE2_y,CRISP3_x,CRISP3_x,NQO1_y,PLIN4_x,GSTM3_x,CRISP3_x
KRT14_x,CRISP3_x,OLFM4_x,ADH1B_x,PGR_y,ADH1B_x,ITGAE_y,GSTM3_x,PLIN4_x,GSTM3_x
PLA2G2A_x,VKORC1_y,PLA2G2A_x,PLA2G2A_x,ADH1B_x,PGR_y,CRISP3_x,ADH1B_x,ADH1B_x,ADH1B_x
GSTM5_x,GSTM3_x,HPGD_y,PGR_y,PLA2G2A_x,MUC6_x,ADH1B_x,GDAP1_y,GDAP1_y,ITGAE_y
MAP3K3_y,PIGR_x,PGR_y,AHSP_x,PLIN1_y,NQO1_y,PGR_y,CRISP3_x,ITGAE_y,GDAP1_y
PIGR_x,PLA2G2A_x,ADH1B_x,PLIN1_y,VKORC1_y,VKORC1_y,GDAP1_y,PGR_y,PLA2G2A_x,FCN1_x
VKORC1_y,GSTM5_x,VKORC1_y,OLFM4_x,STC2_y,PLA2G2A_x,VKORC1_y,VKORC1_y,PGR_y,KCTD16_x
SCUBE2_y,PGR_y,S100B_y,KCTD16_x,KCTD16_x,GDAP1_y,PLA2G2A_x,PLA2G2A_x,AHSP_x,PLA2G2A_x
GSTM3_x,PLIN1_y,KCTD16_x,VKORC1_y,MUC6_x,STC2_y,OLFM4_x,AHSP_x,VKORC1_y,PGR_y
KCTD16_x,KCTD16_x,ERAP2_y,ERAP2_y,AHSP_x,PLIN1_y,KCTD16_x,KCTD16_x,STC2_y,STC2_y
PLIN1_y,KRT14_x,PLIN1_y,AGR2_x,OLFM4_x,KCTD16_x,AHSP_x,SCGB2A2_x,OLFM4_x,LGALS7_x
CRISP3_x,S100B_y,AGR2_x,S100B_y,NQO1_y,AHSP_x,PLIN1_y,OLFM4_x,KCTD16_x,SCGB2A2_x
MFAP4_x,KRT17_y,PIGR_x,MUC6_x,GDAP1_y,OLFM4_x,STC2_y,STC2_y,FCN1_x,AHSP_x
SKOR1_x,MUC6_x,MUC6_x,KRT17_y,KRT17_y,KRT17_y,SCGB2A2_x,PLIN1_y,PLIN1_y,VKORC1_y
KRT36_x,TBCE_y,TBCE_y,PIGR_x,SCGB2A2_x,SCGB2A2_x,KRT17_y,PTN_y,PTN_y,OLFM4_x
FCN1_x,MAP3K3_y,GSTM5_x,STC2_y,S100B_y,MAP3K3_y,SSR3_y,FCN1_x,SCGB2A2_x,PTN_y
