epoch_10,epoch_20,epoch_30,epoch_40,epoch_50,epoch_60,epoch_70,epoch_80,epoch_90,epoch_100
GSDMB,GSDMB,GSDMB,WASH3P_y,WASH3P_y,ORMDL3,ORMDL3,ORMDL3,ORMDL3,ORMDL3
ZPBP2,CSF3,WASH3P_y,GSDMB,GSDMB,GSDMB,GSDMB,GSDMB,GSDMB,DDX11L9
CSF3,ZPBP2,CSF3,CACNB1,CSF3,DDX11L9,DDX11L9,DDX11L9,DDX11L9,GSDMB
CACNB1,CACNB1,CACNB1,CSF3,CACNB1,UNC93B6,UNC93B6,UNC93B6,UNC93B6,UNC93B6
FBXL20_y,WASH3P_y,ZPBP2,ZPBP2,ZPBP2,CSF3,CACNB1,CACNB1,CACNB1,CACNB1
WASH3P_y,FBXL20_y,FBXL20_y,DDX11L9,DDX11L9,CACNB1,CSF3,CSF3,CSF3,FBXL20_y
DDX11L9,ANO1,DDX11L9,FBXL20_y,UNC93B6,ZPBP2,ZPBP2,FBXL20_y,FBXL20_y,CSF3
ANO1,DDX11L9,ANO1,UNC93B6,FBXL20_y,FBXL20_y,FBXL20_y,ZPBP2,ZPBP2,ZPBP2
RPL19,MED24,UNC93B6,MED24,MED24,MED24,MED24,MED24,MED24,MED24
MED24,RPL19,MED24,ANO1,ANO1,ANO1,ANO1,ANO1,RPL19,ANO1
C17orf98,C17orf98,RPL19,RPL19,RPL19,NADSYN1,NADSYN1,RPL19,ANO1,RHPN2
GPR179,UNC93B6,C17orf98,C17orf98,C17orf98,RPL19,RPL19,NADSYN1,RHPN2,NADSYN1
LRRC37A11P,LRRC37A11P,NADSYN1,NADSYN1,NADSYN1,C17orf98,C17orf98,RHPN2,NADSYN1,RPL19
SNORD124,GPR179,LRRC37A11P,LRRC37A11P,MIR4727,LRRC37A11P,RHPN2,C17orf98,LRRC37A11P,LRRC37A11P
MIR4727,MIR4727,MIR4727,MIR4727,LRRC37A11P,MIR4727,LRRC37A11P,LRRC37A11P,C17orf98,C17orf98
STAC2,NADSYN1,GPR179,GPR179,RHPN2,RHPN2,MIR4727,MIR4727,MIR4727,MIR4727
UNC93B6,SNORD124,FBXO47,RHPN2,GPR179,GPR179,GPR179,GPATCH1,GPATCH1,GPATCH1
FBXO47,FBXO47,RHPN2,STAC2,STAC2,SNORA21|ENSG00000252699.1,GPATCH1,GPR179,GPR179,ANKRD30BP2
ANKRD20A11P,ANKRD20A11P,SNORD124,SNORA21|ENSG00000252699.1,SNORA21|ENSG00000252699.1,STAC2,SNORA21|ENSG00000252699.1,SNORA21|ENSG00000252699.1,FBXO47,FBXO47
POTED,THRA,SNORA21|ENSG00000252699.1,EIF4EBP1_y,EIF4EBP1_y,EIF4EBP1_y,EIF4EBP1_y,ANKRD30BP2,ANKRD30BP2,ARL5C
NADSYN1,RHPN2,ANKRD20A11P,FBXO47,SNORD124,SNORD124,STAC2,FBXO47,SNORA21|ENSG00000252699.1,GPR179
THRA,SNORA21|ENSG00000252699.1,EIF4EBP1_y,SNORD124,FBXO47,FBXO47,ANKRD30BP2,STAC2,ARL5C,MIR4734
RHPN2,STAC2,THRA,POTED,LASP1,POTED,FBXO47,ARL5C,MIR4734,SNORA21|ENSG00000252699.1
SNORA21|ENSG00000252699.1,POTED,STAC2,THRA,POTED,GPATCH1,SNORD124,EIF4EBP1_y,TLX1NB,ANKRD20A11P
PLXDC1,MIR4726,POTED,ANKRD20A11P,ANKRD30BP2,ANKRD30BP2,MIR4734,MIR4734,ANKRD20A11P,CYP4F29P
FGFR1,ARHGAP23,ARHGAP23,LASP1,THRA,LASP1,ARL5C,SNORD124,EIF4EBP1_y,TLX1NB
MIR4726,LASP1,LASP1,ARHGAP23,ARHGAP23,ARL5C,TLX1NB,TLX1NB,CYP4F29P,STAC2
TACC1,TEKT4P2_y,MIR4726,ANKRD30BP2,ANKRD20A11P,THRA,POTED,CYP4F29P,STAC2,PCGF2_y
ARHGAP23,EIF4EBP1_y,ARL5C,MIR4726,ERLIN2,TLX1NB,CYP4F29P,POTED,PCGF2_y,EIF4EBP1_y
TEKT4P2_y,PLXDC1,TEKT4P2_y,MIR4734,ARL5C,MIR4734,LASP1,LASP1,SNORD124,SNORD124
MLLT6,FGFR1,ANKRD30BP2,ARL5C,MIR4726,ERLIN2,ERLIN2,ANKRD20A11P,POTED,POTED
LASP1,LSM1_y,LSM1_y,PCGF2_y,CYP4F29P,CYP4F29P,ANKRD20A11P,PCGF2_y,LASP1,LASP1
EIF4EBP1_y,PCGF2_y,PCGF2_y,ERLIN2,MIR4734,ANKRD20A11P,ARHGAP23,ERLIN2,ERLIN2,MIR4726
SNORA70|ENSG00000252199.1,ANKRD30BP2,CYP4F29P,CYP4F29P,GPATCH1,ARHGAP23,THRA,ARHGAP23,ARHGAP23,PSMB3
LSM1_y,MLLT6,PLXDC1,LSM1_y,PCGF2_y,MIR4726,PCGF2_y,MIR4726,MIR4726,ERLIN2
PPAPDC1B,ARL5C,MIR4734,ADRB3,TLX1NB,PCGF2_y,MIR4726,THRA,PSMB3,LSM1_y
TNN_y,CYP4F29P,FGFR1,TEKT4P2_y,ADRB3,PSMB3,PSMB3,PSMB3,THRA,TEKT4P2_y
ARL5C,ERLIN2,ERLIN2,TLX1NB,LSM1_y,LSM1_y,LSM1_y,LSM1_y,LSM1_y,ARHGAP23
SNORD38|ENSG00000207199.1,SNORD38|ENSG00000207199.1,ADRB3,FGFR1,PSMB3,ADRB3,TEKT4P2_y,TEKT4P2_y,TEKT4P2_y,THRA
ERLIN2,PPAPDC1B,SNORD38|ENSG00000207199.1,PLXDC1,PLXDC1,TEKT4P2_y,GPR124,SNORA70|ENSG00000252199.1,SNORA70|ENSG00000252199.1,SNORA70|ENSG00000252199.1
PCGF2_y,SNORA70|ENSG00000252199.1,MLLT6,GPATCH1,FGFR1,GPR124,ADRB3,ADRB3,GPR124,RNA5SP488
CYP4F29P,TACC1,SNORA70|ENSG00000252199.1,PSMB3,TEKT4P2_y,FGFR1,SNORA70|ENSG00000252199.1,GPR124,MRPL45,FGF3
ANKRD30BP2,MIR4734,PPAPDC1B,GPR124,GPR124,PLXDC1,MRPL45,MRPL45,RNA5SP488,GPR124
MIR4734,TNN_y,TLX1NB,MRPL45,MRPL45,MRPL45,PLXDC1,RNA5SP488,LINC00672_y,LINC00672_y
ZNF703,ZNF703,ZNF703,SNORD38|ENSG00000207199.1,SNORA70|ENSG00000252199.1,SNORA70|ENSG00000252199.1,FGFR1,PLXDC1,ADRB3,RPL23
FGF3,ADRB3,GPR124,MLLT6,SNORD38|ENSG00000207199.1,TACC1,RNA5SP488,FGFR1,FGF3,ADRB3
PSMB3,FGF3,LINC00672_y,SNORA70|ENSG00000252199.1,PPAPDC1B,SNORD38|ENSG00000207199.1,LINC00672_y,LINC00672_y,BRF2,MRPL45
ADRB3,MRPL45,MRPL45,PPAPDC1B,TACC1,PPAPDC1B,TACC1,FGF3,PLXDC1,MIR3648
RNA5SP264,RNA5SP264,TACC1,ZNF703,MLLT6,LINC00672_y,RAB11FIP1,RPL23,RPL23,RAB11FIP1
GPR124,GPR124,WHSC1L1,LINC00672_y,RAB11FIP1,RAB11FIP1,ZNF703,TACC1,FGFR1,BRF2
LINC00672_y,LINC00672_y,RNA5SP264,TNN_y,ZNF703,ZNF703,RPL23,RAB11FIP1,RAB11FIP1,PLXDC1
MRPL45,WHSC1L1,TNN_y,TACC1,LINC00672_y,RNA5SP488,FGF3,ZNF703,ZNF703,FGFR1
BRF2,TLX1NB,GPATCH1,RNA5SP264,PLEKHA2,PLEKHA2,SNORD38|ENSG00000207199.1,BRF2,MLLT6,RN7SL102P
WHSC1L1,PSMB3,PSMB3,RAB11FIP1,TNN_y,MLLT6,PLEKHA2,MLLT6,TACC1,ZNF703
STAR,BRF2,FGF3,FGF3,BRF2,RPL23,PPAPDC1B,SNORD38|ENSG00000207199.1,MIR3648,TACC1
TLX1NB,STAR,BRF2,WHSC1L1,RNA5SP264,FGF3,MLLT6,PLEKHA2,RN7SL102P,MLLT6
RPS20P22,RAB11FIP1,CWC25,BRF2,RPL23,BRF2,BRF2,WHSC1L1,PLEKHA2,PIP4K2B
CRYBA1,CRYBA1,RPL23,PLEKHA2,FGF3,TNN_y,TNN_y,TNN_y,SNORD38|ENSG00000207199.1,PLEKHA2
GPATCH1,GPATCH1,RAB11FIP1,RPL23,RNA5SP488,WHSC1L1,WHSC1L1,SRCIN1,SRCIN1,SRCIN1
RAB11FIP1,RPS20P22,STAR,CWC25,WHSC1L1,RNA5SP264,CWC25,CWC25,WHSC1L1,SNORD38|ENSG00000207199.1
PLEKHA2,CWC25,CRYBA1,RNA5SP488,STAR,STAR,SRCIN1,PPAPDC1B,CWC25,SNORA21|ENSG00000199293.1
RNA5SP488,RNA5SP488,RPS20P22,RPS20P22,CWC25,CWC25,STAR,STAR,TNN_y,UNC5D
SRCIN1,SRCIN1,SRCIN1,STAR,RPS20P22,RPS20P22,RPS20P22,RN7SL102P,STAR,STAR
KCNU1,PLEKHA2,PLEKHA2,CRYBA1,SRCIN1,SRCIN1,RNA5SP264,RPS20P22,RPS20P22,RPS20P22
LIPI,RPL23,RNA5SP488,SRCIN1,CRYBA1,CRYBA1,CRYBA1,LIPI,UNC5D,CWC25
SNORA21|ENSG00000199293.1,SNORA21|ENSG00000199293.1,C17orf96,LIPI,LIPI,LIPI,LIPI,MIR3648,LIPI,WHSC1L1
PIP4K2B,C17orf96,SNORA21|ENSG00000199293.1,C17orf96,UNC5D,UNC5D,UNC5D,UNC5D,SNORA21|ENSG00000199293.1,LIPI
LETM2,LETM2,RN7SL458P,UNC5D,RN7SL709P,RN7SL102P,RN7SL102P,RNA5SP264,PIP4K2B,TNN_y
C17orf96,KCNU1,LIPI,RN7SL458P,LETM2,RN7SL709P,MIR3648,CRYBA1,PPAPDC1B,PPAPDC1B
CWC25,PIP4K2B,LAPTM4B_y,RN7SL709P,C8orf86,LETM2,LBX1,SNORA21|ENSG00000199293.1,CRYBA1,BAGE2
RPL23,LIPI,LETM2,LETM2,C17orf96,PIP4K2B,PIP4K2B,PIP4K2B,RNA5SP264,C17orf96
SPDYE3,SOCS7_y,DDHD2_y,SNORA21|ENSG00000199293.1,RN7SL102P,MIR3648,SNORA21|ENSG00000199293.1,LETM2,LETM2,RNA5SP264
C8orf86,RN7SL458P,UNC5D,C8orf86,SNORA21|ENSG00000199293.1,C17orf96,LETM2,LBX1,LBX1,LETM2
CISD3_y,C8orf86,SOCS7_y,RN7SL102P,KCNU1,LBX1,C17orf96,C17orf96,C17orf96,LBX1
SOCS7_y,DDHD2_y,C8orf86,LAPTM4B_y,PIP4K2B,C8orf86,RN7SL709P,RN7SL52P,BAGE2,RN7SL52P
LAPTM4B_y,LAPTM4B_y,KCNU1,KCNU1,LBX1,SNORA21|ENSG00000199293.1,RN7SL52P,RN7SL458P,RN7SL52P,CRYBA1
RN7SL458P,SPDYE3,PIP4K2B,SOCS7_y,LAPTM4B_y,KCNU1,C8orf86,SOCS7_y,RN7SL458P,RN7SL458P
UNC5D,UNC5D,RN7SL709P,MIR3648,SOCS7_y,RN7SL458P,KCNU1,KCNU1,SOCS7_y,SOCS7_y
DDHD2_y,CISD3_y,MIR3648,RN7SL52P,MIR3648,LAPTM4B_y,SOCS7_y,RN7SL709P,RN7SL709P,PREX2
LBX1,RN7SL52P,RN7SL52P,PIP4K2B,RN7SL458P,SOCS7_y,RN7SL458P,C8orf86,KCNU1,KCNU1
PPFIA1,LBX1,RN7SL102P,DDHD2_y,RN7SL52P,SPDYE3,SPDYE3,BAGE2,C8orf86,RN7SL709P
RN7SL52P,PPFIA1,LBX1,LBX1,SPDYE3,RN7SL52P,LAPTM4B_y,SPDYE3,SPDYE3,PROSC
MIR3648,RN7SL102P,SPDYE3,SPDYE3,DDHD2_y,BAG4_y,BAG4_y,BAG4_y,BAG4_y,BAG4_y
