epoch_10,epoch_20,epoch_30,epoch_40,epoch_50,epoch_60,epoch_70,epoch_80,epoch_90,epoch_100
MUCL1,CYP2A6_x,PDZK1,CRABP1,CRABP1,CRABP1,CRABP1,PNMT,A2ML1_x,PDZK1
CYP2A6_x,HLA-DRB5_y,HBG2,PDZK1,GLYATL2_x,GLYATL2_x,GLYATL2_x,CRABP1,PDZK1,A2ML1_x
PDZK1,PDZK1,HLA-DRB5_y,PLIN4_x,PLIN4_x,PLIN4_x,PNMT,GLYATL2_x,CRABP1,PLIN4_x
SERPINB5,KRT6A_x,KRT6A_x,KRT6A_x,PDZK1,PDZK1,PLIN4_x,PDZK1,GLYATL2_x,CRABP1
KRT6A_x,SERPINB5,CRABP1,CYP2A6_x,KRT6A_x,KRT6A_x,PDZK1,PLIN4_x,PLIN4_x,GLYATL2_x
HPGD_y,PLIN4_x,FGFR2_y,GLYATL2_x,CYP2A6_x,PNMT,KRT6A_x,KRT6A_x,CYP2A6_x,AKR1B10
GLYATL2_x,DES_x,PLIN4_x,HLA-DRB5_y,PNMT,CYP2A6_x,CYP2A6_x,CYP2A6_x,AKR1B10,KRT6A_x
DES_x,GLYATL2_x,DES_x,DES_x,FGFR2_y,DES_x,DES_x,DES_x,KRT6A_x,CYP2A6_x
KRT6B_x,HBG2,SERPINB5,FGFR2_y,HLA-DRB5_y,HLA-DRB5_y,AKR1B10,AKR1B10,DES_x,DES_x
PLIN4_x,CRABP1,GLYATL2_x,PNMT,DES_x,FGFR2_y,HMGCS2,HMGCS2,CLIC6_y,MUC5B_x
HMGCS2,PNMT,AKR1B10,AKR1B10,HMGCS2,AKR1B10,HLA-DRB5_y,CLIC6_y,HMGCS2,CLIC6_y
CST5,HPGD_y,PNMT,SERPINB5,AKR1B10,HMGCS2,FGFR2_y,HLA-DRB5_y,MUC5B_x,HPGD_y
PNMT,AKR1B10,KRT6B_x,HMGCS2,KRT6B_x,KRT6B_x,KRT6B_x,MUC5B_x,KRT6B_x,HMGCS2
HBG2,KRT6B_x,HMGCS2,KRT6B_x,SERPINB5,SERPINB5,SERPINB5,KRT6B_x,HPGD_y,KRT6B_x
AKR1B10,HMGCS2,HPGD_y,MUC5B_x,MUC5B_x,MUC5B_x,MUC5B_x,FGFR2_y,HLA-DRB5_y,SERPINB5
CRABP1,CST5,ALOX15B_y,HPGD_y,CLIC6_y,CLIC6_y,CLIC6_y,SERPINB5,FGFR2_y,FGFR2_y
SCGB2A2_x,S100P_y,MUC5B_x,PCSK1_x,PCSK1_x,PCSK1_x,HPGD_y,HPGD_y,SERPINB5,HLA-DRB5_y
S100A9_y,CSTA_y,PCSK1_x,ALOX15B_y,HPGD_y,HPGD_y,PCSK1_x,S100P_y,S100P_y,S100P_y
S100P_y,ALOX15B_y,CST5,CLIC6_y,CSTA_y,CSTA_y,S100P_y,CSTA_y,CSTA_y,SCGN_x
PCSK1_x,MUC5B_x,S100P_y,CSTA_y,ALOX15B_y,CST5,CSTA_y,PCSK1_x,PCSK1_x,CSTA_y
STC2_y,SCGN_x,CSTA_y,CST5,CST5,S100P_y,CST5,CST5,SCGN_x,CST5
CLIC6_y,PCSK1_x,CLIC6_y,S100P_y,S100P_y,PLA2G2A_x,STC2_y,STC2_y,CST5,CLC
SCGN_x,S100A9_y,CLC,CLC,PLA2G2A_x,ALOX15B_y,PLA2G2A_x,SCGN_x,STC2_y,GP2_x
CSTA_y,STC2_y,S100A9_y,S100A9_y,OMD_y,STC2_y,SCGN_x,PLA2G2A_x,CLC,PCSK1_x
PIP,SCGB2A2_x,STC2_y,PLA2G2A_x,CLC,SSR3_y,ALOX15B_y,CLC,PLA2G2A_x,STC2_y
S100A8_y,PIP,OMD_y,OMD_y,STC2_y,SCGN_x,CLC,ALOX15B_y,GP2_x,ALOX15B_y
MUC5B_x,CLIC6_y,SCGN_x,SSR3_y,S100A9_y,CLC,SSR3_y,SSR3_y,SSR3_y,SSR3_y
ALOX15B_y,CLC,PLA2G2A_x,STC2_y,SSR3_y,OMD_y,OMD_y,PIP,PIP,PLA2G2A_x
KRT15_x,S100A8_y,S100A8_y,S100A8_y,SCGN_x,S100A9_y,S100A9_y,S100A9_y,ALOX15B_y,S100A9_y
ITGAE_y,PLA2G2A_x,SCGB2A2_x,SCGN_x,PIP,PIP,PIP,OMD_y,S100A9_y,PIP
OMD_y,ITGAE_y,PRTN3,PIP,S100A8_y,CALML5_x,GFRA1_y,GP2_x,NQO1_y,SCGB2A2_x
PRTN3,PRTN3,SSR3_y,PRTN3,CALML5_x,GFRA1_y,GP2_x,GFRA1_y,OMD_y,NQO1_y
SSR3_y,OMD_y,PIP,CHAD_x,CHAD_x,S100A8_y,PRTN3,NQO1_y,SCGB2A2_x,OMD_y
DNAJC12_y,CHAD_x,ITGAE_y,CALML5_x,GFRA1_y,PRTN3,CALML5_x,SCGB2A2_x,GFRA1_y,HBG1
CHAD_x,SSR3_y,CHAD_x,SCGB2A2_x,PRTN3,CHAD_x,SCGB2A2_x,PRTN3,CALML5_x,GFRA1_y
C1QTNF3_y,KRT15_x,GP2_x,GP2_x,SCGB2A2_x,SCGB2A2_x,CHAD_x,CALML5_x,PRTN3,APOD_y
APOD_y,APOD_y,CALML5_x,GFRA1_y,GP2_x,GP2_x,S100A8_y,CHAD_x,HBG1,CALML5_x
PLA2G2A_x,C1QTNF3_y,GFRA1_y,ITGAE_y,ITGAE_y,NQO1_y,NQO1_y,S100A8_y,CHAD_x,PRTN3
CLC,GP2_x,APOD_y,APOD_y,NQO1_y,ITGAE_y,ITGAE_y,HBG1,S100A8_y,ITGAE_y
GP2_x,DNAJC12_y,C1QTNF3_y,C1QTNF3_y,DNAJC12_y,HBG1,HBG1,ITGAE_y,ITGAE_y,CHAD_x
IGF2BP3_x,CALML5_x,IGF2BP3_x,CEACAM5_x,CEACAM5_x,DNAJC12_y,APOD_y,APOD_y,APOD_y,S100A8_y
GFRA1_y,GFRA1_y,CEACAM5_x,NQO1_y,APOD_y,C1QTNF3_y,DNAJC12_y,C1QTNF3_y,GSTA1_x,GSTA1_x
SLPI_y,IGF2BP3_x,DNAJC12_y,DNAJC12_y,HBG1,APOD_y,CEACAM5_x,ADH1B,ADH1B,ADH1B
KRT36,CEACAM5_x,KRT15_x,HBG1,C1QTNF3_y,CEACAM5_x,C1QTNF3_y,DNAJC12_y,C1QTNF3_y,CEACAM5_x
S100A1,SLPI_y,SLPI_y,SLPI_y,ADH1B,ADH1B,ADH1B,CEACAM5_x,DNAJC12_y,C1QTNF3_y
AKR1C2_x,HBD_x,HBG1,IGF2BP3_x,SLPI_y,GSTM3,SLPI_y,GSTM3,CEACAM5_x,S100A1
WFDC2,S100A1,NQO1_y,ADH1B,GSTM3,SLPI_y,IGF2BP3_x,SLPI_y,CXCL14,CXCL14
CALML5_x,S100A12,WFDC2,GSTM3,IGF2BP3_x,IGF2BP3_x,GSTM3,GSTA1_x,IGF2BP3_x,DNAJC12_y
CEACAM5_x,AKR1C2_x,TMA7,KRT15_x,HBD_x,HBD_x,GSTM5,IGF2BP3_x,KRT15_x,IGF2BP3_x
NAT1_y,WFDC2,S100A12,HBD_x,NAT1_y,GSTM5,HBD_x,GSTM5,SLPI_y,SLPI_y
HBD_x,HLA-DRB3,GSTM3,NAT1_y,GPD1_x,NAT1_y,KRT15_x,KRT15_x,GSTM3,GSTM5
CAPS,CAPS,ADH1B,WFDC2,GSTM5,KRT15_x,VTCN1_x,CXCL14,S100A1,TMA7
HLA-DRB3,HBG1,HBD_x,TMA7,KRT15_x,GPD1_x,NAT1_y,POF1B_x,GSTM5,GSTM3
HBG1,NAT1_y,NAT1_y,S100A12,S100A12,TMSB15A_y,GPD1_x,S100A1,POF1B_x,KRT15_x
S100A12,TMA7,CAPS,GPD1_x,WFDC2,WFDC2,WFDC2,HBD_x,KRT10_y,POF1B_x
BCAS1_x,ADH1B,S100A1,GSTM5,TMSB15A_y,VTCN1_x,CXCL14,TMA7,HBD_x,CYP4X1_y
GPD1_x,NQO1_y,HLA-DRB3,BPI_x,VTCN1_x,S100A12,S100A1,VTCN1_x,TMA7,KRT10_y
KRT5_x,GSTM3,AKR1C2_x,VTCN1_x,S100A1,THBS1_y,S100A12,WFDC2,CYP4X1_y,HBD_x
GSTM3,KRT36,KRT5_x,TMSB15A_y,TMA7,S100A1,GSTA1_x,GPD1_x,VTCN1_x,VTCN1_x
NQO1_y,BCAS1_x,TMSB15A_y,S100A1,THBS1_y,TMA7,POF1B_x,S100A12,TMSB15A_y,KRT5_x
ADH1B,KRT5_x,BPI_x,CAPS,BPI_x,CXCL14,TMA7,KRT10_y,WFDC2,KRT16_x
PGK2,TMSB15A_y,CYP4X1_y,HLA-DRB3,KRT5_x,ABAT_x,TMSB15A_y,TMSB15A_y,S100A12,S100A12
HGD_y,HGD_y,VTCN1_x,KRT5_x,HLA-DRB3,KRT5_x,KRT10_y,KRT5_x,KRT5_x,TMSB15A_y
THBS1_y,THBS1_y,LGALS7,THBS1_y,CBS_y,POF1B_x,THBS1_y,THBS1_y,LGALS7,WFDC2
GSTM5,GPD1_x,THBS1_y,CYP4X1_y,AKR1C2_x,BPI_x,KRT5_x,NAT1_y,THBS1_y,THBS1_y
TMSB15A_y,GSTM5,GSTM5,AKR1C2_x,CXCL14,AKR1C2_x,ABAT_x,CYP4X1_y,NAT1_y,LGALS7
CAMP,VTCN1_x,KRT36,KRT16_x,KRT16_x,KRT16_x,AKR1C2_x,ABAT_x,RBP5,AKR1C2_x
TMA7,CAMP,CAMP,CAMP,ABAT_x,KRT36,KRT16_x,LGALS7,GPD1_x,NAT1_y
PSAT1_y,PSAT1_y,BCAS1_x,CBS_y,KRT36,CBS_y,LGALS7,KRT16_x,KRT16_x,RBP5
KRT16_x,LGALS7,GPD1_x,LGALS7,CYP4X1_y,KRT10_y,KRT36,AKR1C2_x,ABAT_x,TFF3
PLIN1_y,CYP4X1_y,HGD_y,KRT36,CLSTN2_x,CLSTN2_x,BPI_x,EML6_x,AKR1C2_x,ABAT_x
MUSTN1_y,BPI_x,KRT16_x,PSAT1_y,PSAT1_y,HLA-DRB3,EML6_x,KRT36,KRT36,KRT36
HIST1H1C_y,KRT16_x,PSAT1_y,REEP6_y,POF1B_x,LGALS7,CYP4X1_y,RBP5,EML6_x,LAMC2_y
TFF3,PLIN1_y,KRT14_x,KRT14_x,REEP6_y,CYP4X1_y,CLSTN2_x,CLSTN2_x,TFF3,KRT14_x
MB_y,KRT14_x,REEP6_y,CLSTN2_x,CAPS,PSAT1_y,CBS_y,BPI_x,LAMC2_y,GPD1_x
MAP3K3_y,TFF3,CBS_y,BCAS1_x,PGK2,EML6_x,HLA-DRB3,LAMC2_y,CLSTN2_x,EML6_x
AHSP,REEP6_y,TBCE_y,ABAT_x,KRT10_y,GSTA1_x,PSAT1_y,CBS_y,HLA-DRB3,BCAS1_x
VTCN1_x,CBS_y,DEFA3,CXCL14,CAMP,PGK2,REEP6_y,HLA-DRB3,BPI_x,REEP6_y
TBCE_y,PGK2,PLIN1_y,TBCE_y,KRT14_x,REEP6_y,PGK2,TFF3,BCAS1_x,HLA-DRB3
TRIM29_y,DEFA3,MAP3K3_y,PGK2,LGALS7,KRT14_x,DEFA3,KRT14_x,KRT14_x,CLSTN2_x
DEFA3,MAP3K3_y,PGK2,MAP3K3_y,TBCE_y,CAMP,KRT14_x,BCAS1_x,REEP6_y,BPI_x
KRT14_x,HIST1H1C_y,AHSP,OLFM4_x,BCAS1_x,CAPS,LAMC2_y,DEFA3,CBS_y,CBS_y
CBS_y,MUSTN1_y,TFF3,HGD_y,OLFM4_x,DEFA3,TFF3,REEP6_y,DEFA3,OLFM4_x
C19orf33,TBCE_y,C19orf33,POF1B_x,EML6_x,TBCE_y,CAMP,PGK2,CAPS,MAP3K3_y
