epoch_10,epoch_20,epoch_30,epoch_40,epoch_50,epoch_60,epoch_70,epoch_80,epoch_90,epoch_100
MYO7A_y,RTL1,DNAH7,PTPRO_y,CROCC,MYO7A_y,TNRC6C_y,PCDH1,FAT2,ARHGAP23
MON2,KMT2D,COL6A6_y,PLEC,PLEC,ACACA_y,CROCC,NOTCH3,SRRM4,SRRM4
NFASC_y,IGSF10,NUP210L,ZFHX4,IQGAP3,SSH1,APOB_y,BAI1,CCDC158,FAT2
RTL1,RUNX1,MON2,COL6A6_y,ZFHX4,PRRG1_y,IGSF10,TENM4_y,BAI1,BAI1
FRAS1_y,ASPM,KMT2D,PTPRD_y,PTPRO_y,BOD1L1,ASCC3,CROCC,NOTCH3,COG1_y
VWDE,NFASC_y,RUNX1,KMT2D,ALPK2_y,COL4A5,TULP3_y,ASCC3,TENM4_y,FZD2_y
NUP210L,KIAA1614,PTPRO_y,PCDH1,ADAMTSL3,DNAH17_y,MYO7A_y,IGSF10,FZD2_y,RLTPR
VPS13C,KIAA1875,NFASC_y,DNAH7,SSH1,FLNC,SCMH1,TNRC6C_y,CROCC,TENM4_y
KIAA1875,TENM4_y,ASPM,CROCC,FZD2_y,PLEC,CMYA5_y,MYO7A_y,PCDH1,NOTCH3
MUC17,DNAH7,ZNF831,PPP1R26_y,KMT2D,MYH14,FREM1,APOB_y,MYO7A_y,ITPKC_y
UTRN,APOB_y,VPS13C,IQGAP3,PTPRD_y,PTPRO_y,PLEC,ARID2,IGSF10,PCDH1
DNAJC13,VWDE,PLEC,ASPM,DNAH7,ADAMTSL3,RTL1,CMYA5_y,ASCC3,CROCC
IGSF10,UTRN,PPP1R26_y,MON2,COL6A6_y,ZFHX4,DNAH17_y,RTL1,COG1_y,MYO7A_y
RUNX1,NUP210L,UTRN,RUNX1,ASPM,ALPK2_y,BOD1L1,DNAH17_y,TNRC6C_y,TECTA_y
APOB_y,PTPRO_y,KIAA1875,LPA_y,RUNX1,FREM1,FLNC,PLEC,DNAH17_y,ASCC3
MLLT4_y,FRAS1_y,VWDE,EP400,ACACA_y,KMT2D,NUMA1,NUMA1,APOB_y,NUMA1
DNAH7,PPP1R26_y,EP400,ASCC3,BSN,DNAH7,PTPRO_y,TUBAL3_y,RLTPR,IGSF10
PCDHA6_y,OTOG,OTOG,OTOG,MON2,PTPRD_y,MYH14,BOD1L1,CMYA5_y,DNAH17_y
