Sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
X01BR023,0.5994985,0.43884942,0.39797062,0.19449437,0.76242256,0.57890534,0.2633154,0.595227,0.30377004,0.59223247,0.2036766,0.6557957,0.50995815,0.5779637,0.7125317,0.27996027,0.2829829,0.2588666,0.7620525,0.80709994,0.32984832,0.23661259,0.67289734,0.4406681,0.20535938,0.26575297,0.30007163,0.66976404,0.4765629,0.7863995,0.30944657,0.55090904,0.3356546,0.38556662,0.7887675,0.54144883,0.71840346,0.66073483,0.23027241,0.56617546,0.29098958,0.31705078,0.22297579,0.3898724,0.732684,0.4047037,0.61204344,0.5296692,0.23186427,0.26536697,0.247888,0.8191298,0.65169114,0.49265295,0.2588294,0.814262,0.1825892,0.51633215,0.7972337,0.4704641,0.70410925,0.4352098,0.6640587,0.5888351,0.31037128,0.20497194,0.65262365,0.61535215,0.43920135,0.65064955,0.48764217,0.28623343,0.7647176,0.3577154,0.47801554,0.6535015,0.3822796,0.4746065,0.45592874,0.5374425,0.28154573,0.7429214,0.26577035,0.20079851,0.5500776,0.321937,0.76423436,0.5039044,0.6630061,0.7460294,0.67654836,0.6878733,0.2689212,0.49645662,0.7041125,0.68222845,0.20310107,0.33531395,0.38228905,0.73777497
X01BR025,0.5541564,0.3969546,0.28963968,0.33978793,0.6948229,0.4248186,0.39064792,0.41293913,0.34058028,0.5777637,0.27144814,0.6495603,0.4763503,0.5643685,0.6045009,0.29619002,0.4236505,0.3653171,0.7495358,0.68909276,0.2044444,0.33540922,0.5114017,0.6852387,0.27986497,0.37944973,0.35978618,0.50353646,0.5875899,0.7121713,0.47525522,0.53225154,0.45022634,0.43959326,0.5932418,0.58163834,0.669572,0.4734944,0.32057127,0.39162648,0.5097297,0.3564787,0.3263905,0.36504385,0.6674211,0.5341399,0.48147252,0.5448138,0.24431126,0.32766774,0.35368493,0.7248169,0.57780766,0.54351914,0.36426872,0.722805,0.24024034,0.41388437,0.69260824,0.574592,0.7197009,0.6442219,0.5502802,0.61914647,0.41202152,0.2897069,0.7396052,0.37237084,0.4219736,0.6159945,0.60342926,0.29002306,0.60983545,0.4099623,0.51570946,0.52956957,0.3591097,0.3706704,0.38137078,0.62642276,0.33981195,0.7051226,0.26499897,0.20955811,0.58522457,0.6149684,0.7465098,0.48725462,0.32881314,0.64550436,0.52853173,0.71731204,0.3604403,0.4064855,0.7005974,0.7119369,0.29671532,0.57886654,0.48821664,0.52378434
X01BR026,0.3597375,0.58292514,0.62158054,0.59997004,0.22503358,0.5114898,0.6728276,0.5894423,0.668032,0.28282976,0.75776464,0.37982523,0.5879364,0.46668112,0.26680994,0.6996672,0.45097193,0.7710137,0.28248173,0.30258065,0.8535894,0.6664932,0.384985,0.2643255,0.69074655,0.6837423,0.7105602,0.5929758,0.37245136,0.2453223,0.55534285,0.58383197,0.61736774,0.66702527,0.37440625,0.34074032,0.24694046,0.43107057,0.76230395,0.46739995,0.57886887,0.59608483,0.62524045,0.6042689,0.33535832,0.36893764,0.45289588,0.31814095,0.80421746,0.76702833,0.7186831,0.33014446,0.29075706,0.29511738,0.50926095,0.23186392,0.7834267,0.6166576,0.23365566,0.5070143,0.24142474,0.39638025,0.43438122,0.24007866,0.7101486,0.7262006,0.20707792,0.56865084,0.51045334,0.54340696,0.39781767,0.67214006,0.23211896,0.6346684,0.42762387,0.62806857,0.7404865,0.7830692,0.5982957,0.40324372,0.7395197,0.25109455,0.762151,0.7444069,0.5031415,0.38029352,0.19169283,0.6205272,0.7299101,0.3510759,0.507928,0.3305663,0.7038002,0.692757,0.21874905,0.22789702,0.6427849,0.41210938,0.37062472,0.24401268
X01BR027,0.28497815,0.23908156,0.34563807,0.45911294,0.66626734,0.77373505,0.711962,0.3235201,0.694584,0.7305196,0.6487928,0.30865526,0.65438247,0.23989959,0.35949415,0.72856236,0.38818324,0.36309996,0.530766,0.6424289,0.38839403,0.43062127,0.2527074,0.7411678,0.4024967,0.3456214,0.65518594,0.67515576,0.6861902,0.6550151,0.7341504,0.28137597,0.6868652,0.7109976,0.34281725,0.26148522,0.52994716,0.23976336,0.6462661,0.345182,0.59253424,0.6802485,0.2732639,0.6618311,0.4683612,0.6829308,0.24299371,0.2965091,0.50053465,0.47739246,0.64725554,0.71166134,0.61542517,0.3348029,0.34896606,0.40686765,0.38439506,0.29095376,0.38785654,0.675536,0.34465617,0.69674855,0.7611521,0.4377954,0.29835153,0.65801746,0.38954258,0.37331453,0.25386426,0.68411446,0.29145426,0.6921412,0.3972394,0.28587192,0.3307204,0.74201673,0.6672094,0.71647716,0.7197554,0.3016283,0.4050026,0.6574289,0.26713067,0.4961925,0.45760384,0.60791767,0.60938406,0.61891854,0.3968544,0.365786,0.42401066,0.33755332,0.5071215,0.7231223,0.6223925,0.30504477,0.3135378,0.28288087,0.4382027,0.57578194
X01BR030,0.5638296,0.40948808,0.37806335,0.3868554,0.59988415,0.31944504,0.29472527,0.71876687,0.44816893,0.24517184,0.37762502,0.5539565,0.6768284,0.6754939,0.6416844,0.33341444,0.706024,0.30482113,0.7077744,0.4537833,0.67274714,0.63724583,0.69173545,0.37341693,0.4008446,0.5313047,0.42022246,0.5588869,0.48258078,0.60253495,0.23425974,0.47384804,0.404157,0.44029576,0.6065108,0.6377549,0.3556985,0.63137233,0.503574,0.5029546,0.3057685,0.42637616,0.59978,0.6986954,0.61955494,0.5589644,0.69795257,0.42363477,0.51266694,0.5441598,0.55859137,0.5221588,0.4760129,0.46011144,0.36479917,0.73693556,0.42320848,0.47817707,0.65274674,0.5916484,0.59285605,0.2418909,0.5312042,0.52395046,0.39908975,0.48982775,0.25433463,0.5871116,0.55509573,0.43401286,0.48219746,0.35236314,0.6503028,0.48359352,0.504019,0.54340017,0.29894745,0.460339,0.4824708,0.5915688,0.46767604,0.5897851,0.57361436,0.39009702,0.4475417,0.3463526,0.5082945,0.4511078,0.69196737,0.61676,0.4640162,0.45156282,0.38100192,0.31383726,0.32968953,0.71140707,0.48086718,0.552581,0.70464844,0.6212988
X01BR031,0.32836935,0.3598231,0.39691496,0.60232604,0.4727027,0.651711,0.7154089,0.37183684,0.6896339,0.6791545,0.73131216,0.3378342,0.532289,0.27141935,0.2796449,0.7436561,0.37650484,0.5990871,0.2758981,0.45326325,0.5785256,0.43225324,0.29815826,0.661392,0.5078839,0.4531965,0.6899433,0.57533014,0.5494684,0.4358821,0.7140586,0.39201975,0.64809674,0.6911954,0.27050468,0.30495438,0.42201298,0.27931595,0.6796772,0.35092854,0.62374467,0.6737878,0.39416218,0.56919,0.3920296,0.52306354,0.32310775,0.26802024,0.6745659,0.575128,0.59952426,0.45201743,0.51973397,0.31213954,0.455678,0.26332694,0.6562597,0.40061095,0.26355964,0.5685862,0.29114753,0.717838,0.5782318,0.35912594,0.5038132,0.6461629,0.38460365,0.4150818,0.29371324,0.67858386,0.39368483,0.59360933,0.2741546,0.42230093,0.38866258,0.6111613,0.70848066,0.7000834,0.7194818,0.33955207,0.5698837,0.53145176,0.43744,0.6276995,0.5158204,0.63087904,0.3694254,0.60517025,0.43480816,0.263117,0.4050833,0.39124614,0.58046496,0.6836762,0.4992928,0.2945951,0.4293109,0.40412718,0.3615994,0.4109045
X01BR032,0.4749722,0.57131374,0.30695626,0.2398403,0.65262043,0.55219126,0.30530828,0.48159397,0.31395924,0.71099555,0.31885865,0.69113725,0.335396,0.55067664,0.6555908,0.35980242,0.25145677,0.41695666,0.37230766,0.6977359,0.27634442,0.20193875,0.5374886,0.46682948,0.27973005,0.29348117,0.3008573,0.66007286,0.408338,0.7179441,0.5409614,0.74085414,0.33225888,0.4319022,0.68061376,0.5101822,0.70207244,0.5153702,0.23265788,0.40221137,0.33997768,0.32072204,0.3112436,0.24385026,0.7028832,0.4347393,0.51486784,0.52761453,0.23461324,0.33245447,0.24303639,0.71402645,0.58201605,0.46377105,0.35698372,0.6268826,0.23353387,0.50636053,0.73096997,0.4011875,0.70046353,0.70344824,0.5617813,0.50882804,0.40009117,0.2685755,0.7064152,0.4565627,0.4377033,0.64995736,0.4100039,0.2645687,0.6474745,0.3715843,0.52377576,0.5960295,0.5396979,0.42598486,0.36256433,0.6789421,0.43411332,0.59571576,0.32882977,0.34258473,0.70775265,0.5010064,0.7065367,0.39804274,0.58773667,0.64477456,0.67429423,0.72965276,0.29452425,0.55516994,0.7143872,0.60339713,0.2946937,0.36754686,0.31774697,0.593938
X01BR033,0.49120158,0.4960416,0.66151965,0.61440516,0.3829196,0.3280675,0.53328395,0.5535506,0.5180135,0.38540995,0.6087954,0.46132532,0.37574604,0.44727808,0.489755,0.57352626,0.67490995,0.65400034,0.49703348,0.40669227,0.73956054,0.6682459,0.49676555,0.5272037,0.56937426,0.5657738,0.5578551,0.43871838,0.42013842,0.37659076,0.5577582,0.37250358,0.35307023,0.42254055,0.34086198,0.4223799,0.38309926,0.6138258,0.6039213,0.5525325,0.50531673,0.5726526,0.6692075,0.5042975,0.48000908,0.33647195,0.5579438,0.5999401,0.63103396,0.41329947,0.5166464,0.31274724,0.37543666,0.51849025,0.46886545,0.5563578,0.7313645,0.59399724,0.47547495,0.4364979,0.47353417,0.46782774,0.5084837,0.5098655,0.6140401,0.5165447,0.30477238,0.4616322,0.54368734,0.39853895,0.55918205,0.5223328,0.40845546,0.6503029,0.36537465,0.4717076,0.5075579,0.58905673,0.51871043,0.4698286,0.6181554,0.37631282,0.6434648,0.6390984,0.47146645,0.6021273,0.37024033,0.5139023,0.50803113,0.3838195,0.6002118,0.6160164,0.5432811,0.46146584,0.41044763,0.39561468,0.50396097,0.666505,0.5844915,0.39133337
X01BR040,0.27037266,0.31986976,0.26142645,0.44925165,0.6099485,0.6443684,0.53147763,0.56127995,0.7117229,0.4995268,0.7003481,0.45914054,0.7592318,0.3762133,0.3213177,0.73332137,0.5148072,0.2963187,0.3617416,0.49408996,0.5882163,0.3942021,0.26049012,0.6135147,0.3235727,0.33126366,0.73444366,0.7058302,0.6678282,0.56493056,0.5821784,0.4049351,0.7173873,0.736055,0.26526827,0.32194835,0.31986633,0.39302406,0.77803415,0.27104402,0.6454229,0.7005,0.49342573,0.720491,0.5801384,0.6347453,0.37505305,0.28092566,0.73426104,0.72326905,0.59335417,0.64895684,0.2846702,0.27633828,0.2586614,0.3816937,0.57967246,0.29005826,0.35430238,0.7186842,0.26630402,0.7133776,0.6743018,0.23432282,0.3332911,0.64558506,0.21355003,0.29384965,0.3094227,0.6913376,0.22323337,0.66936564,0.2809693,0.34296262,0.21411404,0.7601482,0.70316565,0.7544489,0.70116186,0.5147016,0.63350457,0.62536573,0.45308977,0.62722224,0.71252966,0.5009564,0.5322061,0.7103908,0.5606,0.3080125,0.2519247,0.32353818,0.32473958,0.75253123,0.3189676,0.29767296,0.36497554,0.2972746,0.35390952,0.32515454
X01BR042,0.2685874,0.2870481,0.24536252,0.35311252,0.6229806,0.6910484,0.53665113,0.5104028,0.7117659,0.6487241,0.6421034,0.48462412,0.71469116,0.34255514,0.4170899,0.7077831,0.37273252,0.2924853,0.361918,0.54897046,0.48874295,0.29022345,0.26830766,0.6538419,0.29468358,0.32517508,0.722177,0.72846615,0.59396887,0.6402406,0.6300043,0.44122183,0.66609085,0.73408854,0.29761836,0.29772756,0.43393248,0.35030258,0.73209727,0.29451314,0.59561616,0.7222465,0.45498255,0.6570434,0.6197375,0.6239486,0.31425074,0.28475767,0.6207512,0.60187155,0.4734593,0.7298672,0.3251474,0.2603617,0.22902122,0.43301934,0.44907892,0.32459444,0.41463768,0.7156008,0.3019845,0.7569918,0.726979,0.26486614,0.31863272,0.5523162,0.25826758,0.2984638,0.2746437,0.7329947,0.21028356,0.6110586,0.2883792,0.33433938,0.24536738,0.7834753,0.7377975,0.77951354,0.6581538,0.4941093,0.5691397,0.66551614,0.4048224,0.587791,0.6874144,0.59053904,0.60004103,0.7310662,0.48713392,0.34225595,0.3289041,0.36047655,0.33139572,0.7521793,0.41521502,0.30819857,0.32171902,0.26126298,0.31897542,0.40354976
